company,year,theme,subtheme,keyword,count
Amazon,2022,Internal vs External innovation,Internal innovation,"develop [development, developments, developed, developing, developer, developers]",4
Amazon,2024,Internal vs External innovation,Internal innovation,"develop [development, developments, developed, developing, developer, developers]",3
Amazon,2025,Internal vs External innovation,Internal innovation,"develop [development, developments, developed, developing, developer, developers]",0
Chevron,2013,Internal vs External innovation,Internal innovation,"develop [development, developments, developed, developing, developer, developers]",1
Chevron,2018,Internal vs External innovation,Internal innovation,"develop [development, developments, developed, developing, developer, developers]",3
Chevron,2020,Internal vs External innovation,Internal innovation,"develop [development, developments, developed, developing, developer, developers]",1
Chevron,2021,Internal vs External innovation,Internal innovation,"develop [development, developments, developed, developing, developer, developers]",4
Chevron,2022,Internal vs External innovation,Internal innovation,"develop [development, developments, developed, developing, developer, developers]",3
Chevron,2023,Internal vs External innovation,Internal innovation,"develop [development, developments, developed, developing, developer, developers]",2
Chevron,2024,Internal vs External innovation,Internal innovation,"develop [development, developments, developed, developing, developer, developers]",1
Nvidia,2017,Internal vs External innovation,Internal innovation,"develop [development, developments, developed, developing, developer, developers]",0
Nvidia,2018,Internal vs External innovation,Internal innovation,"develop [development, developments, developed, developing, developer, developers]",3
Nvidia,2020,Internal vs External innovation,Internal innovation,"develop [development, developments, developed, developing, developer, developers]",10
Nvidia,2021,Internal vs External innovation,Internal innovation,"develop [development, developments, developed, developing, developer, developers]",9
Nvidia,2022,Internal vs External innovation,Internal innovation,"develop [development, developments, developed, developing, developer, developers]",15
Nvidia,2023,Internal vs External innovation,Internal innovation,"develop [development, developments, developed, developing, developer, developers]",9
Nvidia,2025,Internal vs External innovation,Internal innovation,"develop [development, developments, developed, developing, developer, developers]",7
Shell,2014,Internal vs External innovation,Internal innovation,"develop [development, developments, developed, developing, developer, developers]",2
Shell,2015,Internal vs External innovation,Internal innovation,"develop [development, developments, developed, developing, developer, developers]",1
Shell,2016,Internal vs External innovation,Internal innovation,"develop [development, developments, developed, developing, developer, developers]",1
Shell,2020,Internal vs External innovation,Internal innovation,"develop [development, developments, developed, developing, developer, developers]",4
Shell,2022,Internal vs External innovation,Internal innovation,"develop [development, developments, developed, developing, developer, developers]",0
Shell,2024,Internal vs External innovation,Internal innovation,"develop [development, developments, developed, developing, developer, developers]",1
Shell,2025,Internal vs External innovation,Internal innovation,"develop [development, developments, developed, developing, developer, developers]",2
Amazon,1997,Internal vs External innovation,Internal innovation,technology development,0
Amazon,2016,Internal vs External innovation,Internal innovation,technology development,0
Amazon,2020,Internal vs External innovation,Internal innovation,technology development,0
Amazon,2021,Internal vs External innovation,Internal innovation,technology development,0
Amazon,2022,Internal vs External innovation,Internal innovation,technology development,0
Amazon,2024,Internal vs External innovation,Internal innovation,technology development,0
Amazon,2025,Internal vs External innovation,Internal innovation,technology development,0
Chevron,2013,Internal vs External innovation,Internal innovation,technology development,0
Chevron,2018,Internal vs External innovation,Internal innovation,technology development,0
Chevron,2020,Internal vs External innovation,Internal innovation,technology development,0
Chevron,2021,Internal vs External innovation,Internal innovation,technology development,0
Chevron,2022,Internal vs External innovation,Internal innovation,technology development,1
Chevron,2023,Internal vs External innovation,Internal innovation,technology development,0
Chevron,2024,Internal vs External innovation,Internal innovation,technology development,0
Nvidia,2017,Internal vs External innovation,Internal innovation,technology development,0
Nvidia,2018,Internal vs External innovation,Internal innovation,technology development,0
Nvidia,2020,Internal vs External innovation,Internal innovation,technology development,0
Nvidia,2021,Internal vs External innovation,Internal innovation,technology development,0
Nvidia,2022,Internal vs External innovation,Internal innovation,technology development,0
Nvidia,2023,Internal vs External innovation,Internal innovation,technology development,0
Nvidia,2025,Internal vs External innovation,Internal innovation,technology development,0
Shell,2014,Internal vs External innovation,Internal innovation,technology development,0
Shell,2015,Internal vs External innovation,Internal innovation,technology development,0
Shell,2016,Internal vs External innovation,Internal innovation,technology development,0
Shell,2020,Internal vs External innovation,Internal innovation,technology development,0
Shell,2022,Internal vs External innovation,Internal innovation,technology development,0
Shell,2024,Internal vs External innovation,Internal innovation,technology development,0
Shell,2025,Internal vs External innovation,Internal innovation,technology development,0
Amazon,1997,Internal vs External innovation,External innovation,"acquire [acquisition, acquisitions, acquired, acquiring, acquires]",1
Amazon,2016,Internal vs External innovation,External innovation,"acquire [acquisition, acquisitions, acquired, acquiring, acquires]",0
Amazon,2020,Internal vs External innovation,External innovation,"acquire [acquisition, acquisitions, acquired, acquiring, acquires]",0
Amazon,2021,Internal vs External innovation,External innovation,"acquire [acquisition, acquisitions, acquired, acquiring, acquires]",0
Amazon,2022,Internal vs External innovation,External innovation,"acquire [acquisition, acquisitions, acquired, acquiring, acquires]",2
Amazon,2024,Internal vs External innovation,External innovation,"acquire [acquisition, acquisitions, acquired, acquiring, acquires]",0
Amazon,2025,Internal vs External innovation,External innovation,"acquire [acquisition, acquisitions, acquired, acquiring, acquires]",1
Chevron,2013,Internal vs External innovation,External innovation,"acquire [acquisition, acquisitions, acquired, acquiring, acquires]",1
Chevron,2018,Internal vs External innovation,External innovation,"acquire [acquisition, acquisitions, acquired, acquiring, acquires]",1
Chevron,2020,Internal vs External innovation,External innovation,"acquire [acquisition, acquisitions, acquired, acquiring, acquires]",5
Chevron,2021,Internal vs External innovation,External innovation,"acquire [acquisition, acquisitions, acquired, acquiring, acquires]",3
Chevron,2022,Internal vs External innovation,External innovation,"acquire [acquisition, acquisitions, acquired, acquiring, acquires]",2
Chevron,2023,Internal vs External innovation,External innovation,"acquire [acquisition, acquisitions, acquired, acquiring, acquires]",6
Chevron,2024,Internal vs External innovation,External innovation,"acquire [acquisition, acquisitions, acquired, acquiring, acquires]",0
Nvidia,2017,Internal vs External innovation,External innovation,"acquire [acquisition, acquisitions, acquired, acquiring, acquires]",0
Nvidia,2018,Internal vs External innovation,External innovation,"acquire [acquisition, acquisitions, acquired, acquiring, acquires]",0
Nvidia,2020,Internal vs External innovation,External innovation,"acquire [acquisition, acquisitions, acquired, acquiring, acquires]",1
Nvidia,2021,Internal vs External innovation,External innovation,"acquire [acquisition, acquisitions, acquired, acquiring, acquires]",3
Nvidia,2022,Internal vs External innovation,External innovation,"acquire [acquisition, acquisitions, acquired, acquiring, acquires]",0
Nvidia,2023,Internal vs External innovation,External innovation,"acquire [acquisition, acquisitions, acquired, acquiring, acquires]",1
Nvidia,2025,Internal vs External innovation,External innovation,"acquire [acquisition, acquisitions, acquired, acquiring, acquires]",0
Shell,2014,Internal vs External innovation,External innovation,"acquire [acquisition, acquisitions, acquired, acquiring, acquires]",1
Shell,2015,Internal vs External innovation,External innovation,"acquire [acquisition, acquisitions, acquired, acquiring, acquires]",3
Shell,2016,Internal vs External innovation,External innovation,"acquire [acquisition, acquisitions, acquired, acquiring, acquires]",5
Shell,2020,Internal vs External innovation,External innovation,"acquire [acquisition, acquisitions, acquired, acquiring, acquires]",0
Shell,2022,Internal vs External innovation,External innovation,"acquire [acquisition, acquisitions, acquired, acquiring, acquires]",2
Shell,2024,Internal vs External innovation,External innovation,"acquire [acquisition, acquisitions, acquired, acquiring, acquires]",1
Shell,2025,Internal vs External innovation,External innovation,"acquire [acquisition, acquisitions, acquired, acquiring, acquires]",1
Amazon,1997,Internal vs External innovation,External innovation,"merger [mergers, merge, merged, merging]",0
Amazon,2016,Internal vs External innovation,External innovation,"merger [mergers, merge, merged, merging]",0
Amazon,2020,Internal vs External innovation,External innovation,"merger [mergers, merge, merged, merging]",1
Amazon,2021,Internal vs External innovation,External innovation,"merger [mergers, merge, merged, merging]",0
Amazon,2022,Internal vs External innovation,External innovation,"merger [mergers, merge, merged, merging]",0
Amazon,2024,Internal vs External innovation,External innovation,"merger [mergers, merge, merged, merging]",0
Amazon,2025,Internal vs External innovation,External innovation,"merger [mergers, merge, merged, merging]",0
Chevron,2013,Internal vs External innovation,External innovation,"merger [mergers, merge, merged, merging]",0
Chevron,2018,Internal vs External innovation,External innovation,"merger [mergers, merge, merged, merging]",0
Chevron,2020,Internal vs External innovation,External innovation,"merger [mergers, merge, merged, merging]",0
Chevron,2021,Internal vs External innovation,External innovation,"merger [mergers, merge, merged, merging]",0
Chevron,2022,Internal vs External innovation,External innovation,"merger [mergers, merge, merged, merging]",0
Chevron,2023,Internal vs External innovation,External innovation,"merger [mergers, merge, merged, merging]",0
Chevron,2024,Internal vs External innovation,External innovation,"merger [mergers, merge, merged, merging]",0
Nvidia,2017,Internal vs External innovation,External innovation,"merger [mergers, merge, merged, merging]",0
Nvidia,2018,Internal vs External innovation,External innovation,"merger [mergers, merge, merged, merging]",0
Nvidia,2020,Internal vs External innovation,External innovation,"merger [mergers, merge, merged, merging]",0
Nvidia,2021,Internal vs External innovation,External innovation,"merger [mergers, merge, merged, merging]",0
Nvidia,2022,Internal vs External innovation,External innovation,"merger [mergers, merge, merged, merging]",0
Nvidia,2023,Internal vs External innovation,External innovation,"merger [mergers, merge, merged, merging]",0
Nvidia,2025,Internal vs External innovation,External innovation,"merger [mergers, merge, merged, merging]",0
Shell,2014,Internal vs External innovation,External innovation,"merger [mergers, merge, merged, merging]",0
Shell,2015,Internal vs External innovation,External innovation,"merger [mergers, merge, merged, merging]",0
Shell,2016,Internal vs External innovation,External innovation,"merger [mergers, merge, merged, merging]",0
Shell,2020,Internal vs External innovation,External innovation,"merger [mergers, merge, merged, merging]",0
Shell,2022,Internal vs External innovation,External innovation,"merger [mergers, merge, merged, merging]",0
Shell,2024,Internal vs External innovation,External innovation,"merger [mergers, merge, merged, merging]",0
Shell,2025,Internal vs External innovation,External innovation,"merger [mergers, merge, merged, merging]",0
Amazon,1997,Internal vs External innovation,External innovation,"partner [partners, partnership, partnerships, partnered, partnering]",1
Amazon,2016,Internal vs External innovation,External innovation,"partner [partners, partnership, partnerships, partnered, partnering]",0
Amazon,2020,Internal vs External innovation,External innovation,"partner [partners, partnership, partnerships, partnered, partnering]",2
Amazon,2021,Internal vs External innovation,External innovation,"partner [partners, partnership, partnerships, partnered, partnering]",3
Amazon,2022,Internal vs External innovation,External innovation,"partner [partners, partnership, partnerships, partnered, partnering]",1
Amazon,2024,Internal vs External innovation,External innovation,"partner [partners, partnership, partnerships, partnered, partnering]",0
Amazon,2025,Internal vs External innovation,External innovation,"partner [partners, partnership, partnerships, partnered, partnering]",2
Chevron,2013,Internal vs External innovation,External innovation,"partner [partners, partnership, partnerships, partnered, partnering]",2
Chevron,2018,Internal vs External innovation,External innovation,"partner [partners, partnership, partnerships, partnered, partnering]",1
Chevron,2020,Internal vs External innovation,External innovation,"partner [partners, partnership, partnerships, partnered, partnering]",4
Chevron,2021,Internal vs External innovation,External innovation,"partner [partners, partnership, partnerships, partnered, partnering]",4
Chevron,2022,Internal vs External innovation,External innovation,"partner [partners, partnership, partnerships, partnered, partnering]",4
Chevron,2023,Internal vs External innovation,External innovation,"partner [partners, partnership, partnerships, partnered, partnering]",1
Chevron,2024,Internal vs External innovation,External innovation,"partner [partners, partnership, partnerships, partnered, partnering]",2
Nvidia,2017,Internal vs External innovation,External innovation,"partner [partners, partnership, partnerships, partnered, partnering]",0
Nvidia,2018,Internal vs External innovation,External innovation,"partner [partners, partnership, partnerships, partnered, partnering]",2
Nvidia,2020,Internal vs External innovation,External innovation,"partner [partners, partnership, partnerships, partnered, partnering]",5
Nvidia,2021,Internal vs External innovation,External innovation,"partner [partners, partnership, partnerships, partnered, partnering]",4
Nvidia,2022,Internal vs External innovation,External innovation,"partner [partners, partnership, partnerships, partnered, partnering]",2
Nvidia,2023,Internal vs External innovation,External innovation,"partner [partners, partnership, partnerships, partnered, partnering]",4
Nvidia,2025,Internal vs External innovation,External innovation,"partner [partners, partnership, partnerships, partnered, partnering]",7
Shell,2014,Internal vs External innovation,External innovation,"partner [partners, partnership, partnerships, partnered, partnering]",2
Shell,2015,Internal vs External innovation,External innovation,"partner [partners, partnership, partnerships, partnered, partnering]",0
Shell,2016,Internal vs External innovation,External innovation,"partner [partners, partnership, partnerships, partnered, partnering]",0
Shell,2020,Internal vs External innovation,External innovation,"partner [partners, partnership, partnerships, partnered, partnering]",0
Shell,2022,Internal vs External innovation,External innovation,"partner [partners, partnership, partnerships, partnered, partnering]",0
Shell,2024,Internal vs External innovation,External innovation,"partner [partners, partnership, partnerships, partnered, partnering]",3
Shell,2025,Internal vs External innovation,External innovation,"partner [partners, partnership, partnerships, partnered, partnering]",2
Amazon,1997,Internal vs External innovation,External innovation,alliance [alliances],0
Amazon,2016,Internal vs External innovation,External innovation,alliance [alliances],0
Amazon,2020,Internal vs External innovation,External innovation,alliance [alliances],0
Amazon,2021,Internal vs External innovation,External innovation,alliance [alliances],0
Amazon,2022,Internal vs External innovation,External innovation,alliance [alliances],0
Amazon,2024,Internal vs External innovation,External innovation,alliance [alliances],0
Amazon,2025,Internal vs External innovation,External innovation,alliance [alliances],0
Chevron,2013,Internal vs External innovation,External innovation,alliance [alliances],0
Chevron,2018,Internal vs External innovation,External innovation,alliance [alliances],0
Chevron,2020,Internal vs External innovation,External innovation,alliance [alliances],0
Chevron,2021,Internal vs External innovation,External innovation,alliance [alliances],0
Chevron,2022,Internal vs External innovation,External innovation,alliance [alliances],0
Chevron,2023,Internal vs External innovation,External innovation,alliance [alliances],0
Chevron,2024,Internal vs External innovation,External innovation,alliance [alliances],0
Nvidia,2017,Internal vs External innovation,External innovation,alliance [alliances],0
Nvidia,2018,Internal vs External innovation,External innovation,alliance [alliances],0
Nvidia,2020,Internal vs External innovation,External innovation,alliance [alliances],0
Nvidia,2021,Internal vs External innovation,External innovation,alliance [alliances],0
Nvidia,2022,Internal vs External innovation,External innovation,alliance [alliances],0
Nvidia,2023,Internal vs External innovation,External innovation,alliance [alliances],0
Nvidia,2025,Internal vs External innovation,External innovation,alliance [alliances],0
Shell,2014,Internal vs External innovation,External innovation,alliance [alliances],0
Shell,2015,Internal vs External innovation,External innovation,alliance [alliances],0
Shell,2016,Internal vs External innovation,External innovation,alliance [alliances],0
Shell,2020,Internal vs External innovation,External innovation,alliance [alliances],1
Shell,2022,Internal vs External innovation,External innovation,alliance [alliances],0
Shell,2024,Internal vs External innovation,External innovation,alliance [alliances],0
Shell,2025,Internal vs External innovation,External innovation,alliance [alliances],0
Amazon,1997,Internal vs External innovation,External innovation,joint venture,0
Amazon,2016,Internal vs External innovation,External innovation,joint venture,0
Amazon,2020,Internal vs External innovation,External innovation,joint venture,0
Amazon,2021,Internal vs External innovation,External innovation,joint venture,0
Amazon,2022,Internal vs External innovation,External innovation,joint venture,0
Amazon,2024,Internal vs External innovation,External innovation,joint venture,0
Amazon,2025,Internal vs External innovation,External innovation,joint venture,0
Chevron,2013,Internal vs External innovation,External innovation,joint venture,0
Chevron,2018,Internal vs External innovation,External innovation,joint venture,0
Chevron,2020,Internal vs External innovation,External innovation,joint venture,2
Chevron,2021,Internal vs External innovation,External innovation,joint venture,1
Chevron,2022,Internal vs External innovation,External innovation,joint venture,0
Chevron,2023,Internal vs External innovation,External innovation,joint venture,2
Chevron,2024,Internal vs External innovation,External innovation,joint venture,1
Nvidia,2017,Internal vs External innovation,External innovation,joint venture,0
Nvidia,2018,Internal vs External innovation,External innovation,joint venture,0
Nvidia,2020,Internal vs External innovation,External innovation,joint venture,0
Nvidia,2021,Internal vs External innovation,External innovation,joint venture,0
Nvidia,2022,Internal vs External innovation,External innovation,joint venture,0
Nvidia,2023,Internal vs External innovation,External innovation,joint venture,0
Nvidia,2025,Internal vs External innovation,External innovation,joint venture,0
Shell,2014,Internal vs External innovation,External innovation,joint venture,0
Shell,2015,Internal vs External innovation,External innovation,joint venture,0
Shell,2016,Internal vs External innovation,External innovation,joint venture,0
Shell,2020,Internal vs External innovation,External innovation,joint venture,1
Shell,2022,Internal vs External innovation,External innovation,joint venture,0
Shell,2024,Internal vs External innovation,External innovation,joint venture,1
Shell,2025,Internal vs External innovation,External innovation,joint venture,3
Amazon,1997,Internal vs External innovation,External innovation,"collaborate [collaboration, collaborations, collaborative, collaborating, collaborated]",0
Amazon,2016,Internal vs External innovation,External innovation,"collaborate [collaboration, collaborations, collaborative, collaborating, collaborated]",0
Amazon,2020,Internal vs External innovation,External innovation,"collaborate [collaboration, collaborations, collaborative, collaborating, collaborated]",0
Amazon,2021,Internal vs External innovation,External innovation,"collaborate [collaboration, collaborations, collaborative, collaborating, collaborated]",0
Amazon,2022,Internal vs External innovation,External innovation,"collaborate [collaboration, collaborations, collaborative, collaborating, collaborated]",2
Amazon,2024,Internal vs External innovation,External innovation,"collaborate [collaboration, collaborations, collaborative, collaborating, collaborated]",1
Amazon,2025,Internal vs External innovation,External innovation,"collaborate [collaboration, collaborations, collaborative, collaborating, collaborated]",0
Chevron,2013,Internal vs External innovation,External innovation,"collaborate [collaboration, collaborations, collaborative, collaborating, collaborated]",0
Chevron,2018,Internal vs External innovation,External innovation,"collaborate [collaboration, collaborations, collaborative, collaborating, collaborated]",0
Chevron,2020,Internal vs External innovation,External innovation,"collaborate [collaboration, collaborations, collaborative, collaborating, collaborated]",0
Chevron,2021,Internal vs External innovation,External innovation,"collaborate [collaboration, collaborations, collaborative, collaborating, collaborated]",1
Chevron,2022,Internal vs External innovation,External innovation,"collaborate [collaboration, collaborations, collaborative, collaborating, collaborated]",1
Chevron,2023,Internal vs External innovation,External innovation,"collaborate [collaboration, collaborations, collaborative, collaborating, collaborated]",1
Chevron,2024,Internal vs External innovation,External innovation,"collaborate [collaboration, collaborations, collaborative, collaborating, collaborated]",0
Nvidia,2017,Internal vs External innovation,External innovation,"collaborate [collaboration, collaborations, collaborative, collaborating, collaborated]",0
Nvidia,2018,Internal vs External innovation,External innovation,"collaborate [collaboration, collaborations, collaborative, collaborating, collaborated]",1
Nvidia,2020,Internal vs External innovation,External innovation,"collaborate [collaboration, collaborations, collaborative, collaborating, collaborated]",2
Nvidia,2021,Internal vs External innovation,External innovation,"collaborate [collaboration, collaborations, collaborative, collaborating, collaborated]",1
Nvidia,2022,Internal vs External innovation,External innovation,"collaborate [collaboration, collaborations, collaborative, collaborating, collaborated]",2
Nvidia,2023,Internal vs External innovation,External innovation,"collaborate [collaboration, collaborations, collaborative, collaborating, collaborated]",1
Nvidia,2025,Internal vs External innovation,External innovation,"collaborate [collaboration, collaborations, collaborative, collaborating, collaborated]",0
Shell,2014,Internal vs External innovation,External innovation,"collaborate [collaboration, collaborations, collaborative, collaborating, collaborated]",0
Shell,2015,Internal vs External innovation,External innovation,"collaborate [collaboration, collaborations, collaborative, collaborating, collaborated]",0
Shell,2016,Internal vs External innovation,External innovation,"collaborate [collaboration, collaborations, collaborative, collaborating, collaborated]",0
Shell,2020,Internal vs External innovation,External innovation,"collaborate [collaboration, collaborations, collaborative, collaborating, collaborated]",0
Shell,2022,Internal vs External innovation,External innovation,"collaborate [collaboration, collaborations, collaborative, collaborating, collaborated]",0
Shell,2024,Internal vs External innovation,External innovation,"collaborate [collaboration, collaborations, collaborative, collaborating, collaborated]",0
Shell,2025,Internal vs External innovation,External innovation,"collaborate [collaboration, collaborations, collaborative, collaborating, collaborated]",0
Amazon,1997,Internal vs External innovation,External innovation,ecosystem [ecosystems],0
Amazon,2016,Internal vs External innovation,External innovation,ecosystem [ecosystems],0
Amazon,2020,Internal vs External innovation,External innovation,ecosystem [ecosystems],0
Amazon,2021,Internal vs External innovation,External innovation,ecosystem [ecosystems],0
Amazon,2022,Internal vs External innovation,External innovation,ecosystem [ecosystems],1
Amazon,2024,Internal vs External innovation,External innovation,ecosystem [ecosystems],0
Amazon,2025,Internal vs External innovation,External innovation,ecosystem [ecosystems],0
Chevron,2013,Internal vs External innovation,External innovation,ecosystem [ecosystems],0
Chevron,2018,Internal vs External innovation,External innovation,ecosystem [ecosystems],0
Chevron,2020,Internal vs External innovation,External innovation,ecosystem [ecosystems],0
Chevron,2021,Internal vs External innovation,External innovation,ecosystem [ecosystems],0
Chevron,2022,Internal vs External innovation,External innovation,ecosystem [ecosystems],0
Chevron,2023,Internal vs External innovation,External innovation,ecosystem [ecosystems],0
Chevron,2024,Internal vs External innovation,External innovation,ecosystem [ecosystems],0
Nvidia,2017,Internal vs External innovation,External innovation,ecosystem [ecosystems],0
Nvidia,2018,Internal vs External innovation,External innovation,ecosystem [ecosystems],0
Nvidia,2020,Internal vs External innovation,External innovation,ecosystem [ecosystems],0
Nvidia,2021,Internal vs External innovation,External innovation,ecosystem [ecosystems],3
Nvidia,2022,Internal vs External innovation,External innovation,ecosystem [ecosystems],2
Nvidia,2023,Internal vs External innovation,External innovation,ecosystem [ecosystems],2
Nvidia,2025,Internal vs External innovation,External innovation,ecosystem [ecosystems],4
Shell,2014,Internal vs External innovation,External innovation,ecosystem [ecosystems],0
Shell,2015,Internal vs External innovation,External innovation,ecosystem [ecosystems],0
Shell,2016,Internal vs External innovation,External innovation,ecosystem [ecosystems],0
Shell,2020,Internal vs External innovation,External innovation,ecosystem [ecosystems],0
Shell,2022,Internal vs External innovation,External innovation,ecosystem [ecosystems],0
Shell,2024,Internal vs External innovation,External innovation,ecosystem [ecosystems],0
Shell,2025,Internal vs External innovation,External innovation,ecosystem [ecosystems],0
Amazon,1997,Risk vs Performance,Risk / challenge,crisis [crises],0
Amazon,2016,Risk vs Performance,Risk / challenge,crisis [crises],0
Amazon,2020,Risk vs Performance,Risk / challenge,crisis [crises],0
Amazon,2021,Risk vs Performance,Risk / challenge,crisis [crises],0
Amazon,2022,Risk vs Performance,Risk / challenge,crisis [crises],1
Amazon,2024,Risk vs Performance,Risk / challenge,crisis [crises],0
Amazon,2025,Risk vs Performance,Risk / challenge,crisis [crises],0
Chevron,2013,Risk vs Performance,Risk / challenge,crisis [crises],0
Chevron,2018,Risk vs Performance,Risk / challenge,crisis [crises],0
Chevron,2020,Risk vs Performance,Risk / challenge,crisis [crises],0
Chevron,2021,Risk vs Performance,Risk / challenge,crisis [crises],0
Chevron,2022,Risk vs Performance,Risk / challenge,crisis [crises],0
Chevron,2023,Risk vs Performance,Risk / challenge,crisis [crises],0
Chevron,2024,Risk vs Performance,Risk / challenge,crisis [crises],0
Nvidia,2017,Risk vs Performance,Risk / challenge,crisis [crises],0
Nvidia,2018,Risk vs Performance,Risk / challenge,crisis [crises],0
Nvidia,2020,Risk vs Performance,Risk / challenge,crisis [crises],1
Nvidia,2021,Risk vs Performance,Risk / challenge,crisis [crises],0
Nvidia,2022,Risk vs Performance,Risk / challenge,crisis [crises],0
Nvidia,2023,Risk vs Performance,Risk / challenge,crisis [crises],0
Nvidia,2025,Risk vs Performance,Risk / challenge,crisis [crises],0
Shell,2014,Risk vs Performance,Risk / challenge,crisis [crises],0
Shell,2015,Risk vs Performance,Risk / challenge,crisis [crises],0
Shell,2016,Risk vs Performance,Risk / challenge,crisis [crises],0
Shell,2020,Risk vs Performance,Risk / challenge,crisis [crises],0
Shell,2022,Risk vs Performance,Risk / challenge,crisis [crises],0
Shell,2024,Risk vs Performance,Risk / challenge,crisis [crises],0
Shell,2025,Risk vs Performance,Risk / challenge,crisis [crises],0
Amazon,1997,Risk vs Performance,Risk / challenge,"volatile [volatility, volatilities]",0
Amazon,2016,Risk vs Performance,Risk / challenge,"volatile [volatility, volatilities]",0
Amazon,2020,Risk vs Performance,Risk / challenge,"volatile [volatility, volatilities]",0
Amazon,2021,Risk vs Performance,Risk / challenge,"volatile [volatility, volatilities]",0
Amazon,2022,Risk vs Performance,Risk / challenge,"volatile [volatility, volatilities]",0
Amazon,2024,Risk vs Performance,Risk / challenge,"volatile [volatility, volatilities]",0
Amazon,2025,Risk vs Performance,Risk / challenge,"volatile [volatility, volatilities]",0
Chevron,2013,Risk vs Performance,Risk / challenge,"volatile [volatility, volatilities]",0
Chevron,2018,Risk vs Performance,Risk / challenge,"volatile [volatility, volatilities]",2
Chevron,2020,Risk vs Performance,Risk / challenge,"volatile [volatility, volatilities]",0
Chevron,2021,Risk vs Performance,Risk / challenge,"volatile [volatility, volatilities]",0
Chevron,2022,Risk vs Performance,Risk / challenge,"volatile [volatility, volatilities]",2
Chevron,2023,Risk vs Performance,Risk / challenge,"volatile [volatility, volatilities]",0
Chevron,2024,Risk vs Performance,Risk / challenge,"volatile [volatility, volatilities]",2
Nvidia,2017,Risk vs Performance,Risk / challenge,"volatile [volatility, volatilities]",0
Nvidia,2018,Risk vs Performance,Risk / challenge,"volatile [volatility, volatilities]",0
Nvidia,2020,Risk vs Performance,Risk / challenge,"volatile [volatility, volatilities]",0
Nvidia,2021,Risk vs Performance,Risk / challenge,"volatile [volatility, volatilities]",0
Nvidia,2022,Risk vs Performance,Risk / challenge,"volatile [volatility, volatilities]",0
Nvidia,2023,Risk vs Performance,Risk / challenge,"volatile [volatility, volatilities]",0
Nvidia,2025,Risk vs Performance,Risk / challenge,"volatile [volatility, volatilities]",0
Shell,2014,Risk vs Performance,Risk / challenge,"volatile [volatility, volatilities]",1
Shell,2015,Risk vs Performance,Risk / challenge,"volatile [volatility, volatilities]",0
Shell,2016,Risk vs Performance,Risk / challenge,"volatile [volatility, volatilities]",0
Shell,2020,Risk vs Performance,Risk / challenge,"volatile [volatility, volatilities]",0
Shell,2022,Risk vs Performance,Risk / challenge,"volatile [volatility, volatilities]",1
Shell,2024,Risk vs Performance,Risk / challenge,"volatile [volatility, volatilities]",1
Shell,2025,Risk vs Performance,Risk / challenge,"volatile [volatility, volatilities]",0
Amazon,1997,Risk vs Performance,Risk / challenge,"uncertain [uncertainty, uncertainties]",0
Amazon,2016,Risk vs Performance,Risk / challenge,"uncertain [uncertainty, uncertainties]",0
Amazon,2020,Risk vs Performance,Risk / challenge,"uncertain [uncertainty, uncertainties]",0
Amazon,2021,Risk vs Performance,Risk / challenge,"uncertain [uncertainty, uncertainties]",1
Amazon,2022,Risk vs Performance,Risk / challenge,"uncertain [uncertainty, uncertainties]",1
Amazon,2024,Risk vs Performance,Risk / challenge,"uncertain [uncertainty, uncertainties]",0
Amazon,2025,Risk vs Performance,Risk / challenge,"uncertain [uncertainty, uncertainties]",1
Chevron,2013,Risk vs Performance,Risk / challenge,"uncertain [uncertainty, uncertainties]",0
Chevron,2018,Risk vs Performance,Risk / challenge,"uncertain [uncertainty, uncertainties]",1
Chevron,2020,Risk vs Performance,Risk / challenge,"uncertain [uncertainty, uncertainties]",2
Chevron,2021,Risk vs Performance,Risk / challenge,"uncertain [uncertainty, uncertainties]",0
Chevron,2022,Risk vs Performance,Risk / challenge,"uncertain [uncertainty, uncertainties]",1
Chevron,2023,Risk vs Performance,Risk / challenge,"uncertain [uncertainty, uncertainties]",2
Chevron,2024,Risk vs Performance,Risk / challenge,"uncertain [uncertainty, uncertainties]",0
Nvidia,2017,Risk vs Performance,Risk / challenge,"uncertain [uncertainty, uncertainties]",0
Nvidia,2018,Risk vs Performance,Risk / challenge,"uncertain [uncertainty, uncertainties]",0
Nvidia,2020,Risk vs Performance,Risk / challenge,"uncertain [uncertainty, uncertainties]",0
Nvidia,2021,Risk vs Performance,Risk / challenge,"uncertain [uncertainty, uncertainties]",1
Nvidia,2022,Risk vs Performance,Risk / challenge,"uncertain [uncertainty, uncertainties]",0
Nvidia,2023,Risk vs Performance,Risk / challenge,"uncertain [uncertainty, uncertainties]",0
Nvidia,2025,Risk vs Performance,Risk / challenge,"uncertain [uncertainty, uncertainties]",0
Shell,2014,Risk vs Performance,Risk / challenge,"uncertain [uncertainty, uncertainties]",1
Shell,2015,Risk vs Performance,Risk / challenge,"uncertain [uncertainty, uncertainties]",1
Shell,2016,Risk vs Performance,Risk / challenge,"uncertain [uncertainty, uncertainties]",1
Shell,2020,Risk vs Performance,Risk / challenge,"uncertain [uncertainty, uncertainties]",0
Shell,2022,Risk vs Performance,Risk / challenge,"uncertain [uncertainty, uncertainties]",0
Shell,2024,Risk vs Performance,Risk / challenge,"uncertain [uncertainty, uncertainties]",0
